q_id,image_id,question,answer,full_answer
09491309,2356732,What food item isn't large?,pepper,The food item is a pepper.
0410442,2357320,"In which part of the photo is the car, the top or the bottom?",top,The car is in the top of the image.
1816851,2409975,Does the horse to the left of the other horse look small?,no,"No, the horse is large."
04975703,2359221,What is the bus in front of?,trees,The bus is in front of the trees.
11575902,285721,What is the woman wearing?,shirt,The woman is wearing a shirt.
17191135,2326405,What is the color of the cap?,white,The cap is white.
16243137,2386154,Who is wearing the t-shirt?,man,The man is wearing a tee shirt.
11412299,2370983,Are the kids to the left of the mother?,yes,"Yes, the kids are to the left of the mother."
0323229,2410468,What is the color of the keyboard in the bottom?,black,The keyboard is black.
07979924,2390362,What piece of furniture is large?,bed,The piece of furniture is a bed.
03793017,2373415,Does the lid look open and white?,no,"No, the lid is open but brown."
10495710,2344605,On which side of the image is the man?,right,The man is on the right of the image.
02598876,2399730,What color is the counter?,brown,The counter is brown.
0039287,2355485,Are there any books on the desk?,yes,"Yes, there is a book on the desk."
121027924,2395297,Is the hamburger on the pizza that is on the sausage?,yes,"Yes, the hamburger is on the pizza."
01525278,2358339,Are the cabinets made of the same material as the cupboards?,yes,"Yes, both the cabinets and the cupboards are made of wood."
14896578,2375162,Do you see both windows and doors?,no,"No, there is a door but no windows."
15954119,2353197,What kind of animal is walking?,dog,The animal is a dog.
17795742,2345195,What kind of vehicle is on the street?,bus,The vehicle is a bus.
18773545,2393395,Is there a plate to the right of the bread loaf?,yes,"Yes, there is a plate to the right of the bread loaf."
19406368,2352601,Who is wearing the helmet?,player,The player is wearing a helmet.
13310743,2387977,What animal is that bird on?,giraffe,The bird is on the giraffe.
10225229,2395228,Is the garbage can to the right of a chair?,no,"No, the garbage can is to the right of the man."
01732136,2407066,What kind of furniture is in the classroom?,chair,The piece of furniture is a chair.
06693705,2407251,Who is wearing shoes?,skateboarder,The skateboarder is wearing shoes.
07645105,2325454,Is the bag on the left or on the right?,left,The bag is on the left of the image.
03999759,2370075,Is the bowl green and clear?,no,"No, the bowl is clear but black."
19978509,2385973,Who wears a shirt?,boy,The boy wears a shirt.
11385120,2383142,Are there cakes near the bottle on the left side?,yes,"Yes, there is a cake near the bottle."
05182875,2345334,Is the horse in the bottom part or in the top of the picture?,bottom,The horse is in the bottom of the image.
02506014,2406901,Are there bags in the image?,yes,"Yes, there is a bag."
00266073,2388393,What is the food item that is not large called?,broccoli,The food item is broccoli.
04720977,2379102,Is the light post above the tracks?,yes,"Yes, the light post is above the tracks."
13216587,2388650,What is the man to the left of the remote playing?,video game,The man is playing a video game.
00994538,2387564,Is it an outdoors scene?,yes,"Yes, it is outdoors."
03854008,2327127,Are there brown doors in the picture?,yes,"Yes, there is a brown door."
10254670,2365633,What is the color of the shirt the person is wearing?,white,The shirt is white.
05150524,2341928,Are the animals of different types?,yes,"Yes, they are dogs and goats."
00436412,2394166,Does that water look brown?,yes,"Yes, the water is brown."
12208253,2361247,What does she hold?,cell phone,The girl holds the cell phone.
011010927,2385626,What color is the dog's hair?,white,The hair is white.
10852504,1593058,The SUV is which color?,black,The SUV is black.
191035301,713050,On which side of the photo is the Wii controller?,right,The Wii controller is on the right of the image.
0766804,497940,Which place is it?,park,It is a park.
03699759,2359069,Is the pillow to the right of a couch?,yes,"Yes, the pillow is to the right of a couch."
04952097,2416124,What vehicle is it?,trailer,The vehicle is a trailer.
18332367,2395817,What is the aircraft to the left of the man?,airplane,The aircraft is an airplane.
17663913,2337925,What is that bicycle in front of?,bakery,The bicycle is in front of the bakery.
05761680,2380400,Do the shoes and the socks have the same color?,no,"No, the shoes are black and the socks are white."
10884514,2404399,On which side of the photo is the silver bag?,right,The bag is on the right of the image.
01420993,2319609,What is the name of the animal?,giraffe,The animal is a giraffe.
00346464,2373057,What is the woman to the left of the cars wearing?,jacket,The woman is wearing a jacket.
03954477,2388209,What color do you think the curtain on the window is?,beige,The curtain is beige.
05889793,2409522,"In which part of the image is the green onion, the bottom or the top?",bottom,The onion is in the bottom of the image.
17894021,2346665,Is the pie above a lamp?,no,"No, the pie is above the table."
091005132,2374798,Does the shirt have a different color than the dog?,no,"No, both the shirt and the dog are white."
03405845,2350893,On which side of the image is the frisbee?,left,The frisbee is on the left of the image.
171057535,2378879,What color is the blanket?,tan,The blanket is tan.
00854133,498162,What is the cup made of?,glass,The cup is made of glass.
12983971,2405854,On which side is the wineglass?,left,The wineglass is on the left of the image.
12578339,2378726,What kind of animal is striped?,cat,The animal is a cat.
02339463,2367429,"Which color is that sky, light blue or black?",light blue,The sky is light blue.
14617442,713356,Who is wearing flip flops?,woman,The woman is wearing flip flops.
02864756,2358801,What is the color of the pitcher made of brass?,black,The pitcher is black.
091006948,2405191,What's the snowboarder doing?,crouching,The snowboarder is crouching.
19132421,2374327,Of what color is the car that he is to the right of?,white,The car is white.
02606687,2414248,What is the man wearing?,helmet,The man is wearing a helmet.
00395162,2331166,Which place is it?,road,It is a road.
07522508,2363912,Which kind of vehicle is to the left of the bus?,cars,The vehicles are cars.
08865467,2349664,Is the brown animal to the right or to the left of the pillow on the bed?,right,The dog is to the right of the pillow.
17720437,2398899,Is the tall clock tower to the left of a bird?,yes,"Yes, the clock tower is to the left of a bird."
09809900,2397259,What is the item of clothing that is not tan?,hat,The clothing item is a hat.
07115923,1549,What is the device on the desk?,laptop,The device is a laptop.
15937199,2415350,How long is the horse's tail?,short,The tail is short.
193483,2396171,On which side of the picture is the black television?,right,The TV is on the right of the image.
1421865,2361165,What bird is on the pole?,eagle,The bird is an eagle.
13525723,3262,Which place is it?,road,It is a road.
00274956,2411511,What is the name of the item of furniture that the potatoes are on?,table,The piece of furniture is a table.
13863346,2366943,What food is mixed with the broccoli?,meat,The food is meat.
1582217,2319827,What is the man to the left of the player doing?,standing,The man is standing.
12237158,2370208,Is the television to the left or to the right of the man in the center?,left,The television is to the left of the man.
19886014,991,Is the luggage cart near the building red and large?,yes,"Yes, the luggage cart is red and large."
19869401,2315438,What is the person to the left of the racket doing?,playing,The woman is playing.
08673359,2381144,What is the man to the left of the person holding?,camera,The man is holding the camera.
07893335,2371544,Does the grape look red?,yes,"Yes, the grape is red."
17604642,2373762,What kind of animal is sitting?,bear,The animal is a bear.
19801765,2383012,Does the man's hair look curly and blond?,no,"No, the hair is curly but dark."
04945784,2323432,What color does the dress have?,gray,The dress has gray color.
04361170,2328033,What is the box on?,bike,The box is on the bike.
15205750,2370869,What is the color of the grass?,brown,The grass is brown.
01231807,2324617,Do you see blue benches or trash cans there?,yes,"Yes, there is a blue bench."
05419570,2368811,Who is wearing a glove?,skier,The skier is wearing a glove.
06978186,2392188,Is the man falling off a surfboard?,yes,"Yes, the man is falling off a surfboard."
06227985,2390780,What kind of animal are the numbers on?,horse,The numbers are on the horse.
15953878,2326550,Is there either any umbrella or bag in the picture?,yes,"Yes, there is an umbrella."
131055029,2367830,Are there desserts to the right of the person that is holding the plate?,yes,"Yes, there is a dessert to the right of the person."
19948498,2324474,Are there tomatoes on the food the pepper shaker is to the left of?,yes,"Yes, there is a tomato on the pizza."
03522039,2404742,On which side of the picture is the saucer?,left,The saucer is on the left of the image.
007705,2381496,What is the name of the piece of furniture that the green fruit is sitting on?,table,The piece of furniture is a table.
1770277,2411258,Is she to the right of a backpack?,no,"No, the woman is to the right of the bottle."
01348576,2404348,What kind of cooking utensil has the same color as the tray?,spatula,The spatula is the same color as the tray.
18394918,2351389,Who wears gloves?,player,The player wears gloves.
14111980,2335216,Are there trucks on the road that the trees are on the side of?,no,"No, there is a car on the road."
06825445,2387517,Do the van and the helmet have the same color?,no,"No, the van is yellow and the helmet is black."
03303516,2340798,Is the person in the top?,yes,"Yes, the person is in the top of the image."
05756830,2357122,What color is the basket?,black,The basket is black.
10951204,1159765,What's on the ceiling?,light fixture,The light fixture is on the ceiling.
19617674,2410141,Who is touching the large animal?,man,The man is touching the giraffe.
16951188,2381205,"Which animal is that, a wolf or a bear?",bear,This is a bear.
16666102,2399858,How large is the racket on the left side?,large,The racket is large.
16442229,2328626,Are there paddles or mailboxes in the scene?,no,"No, there are no mailboxes or paddles."
06182267,2395836,Which kind of vehicle is to the left of the statue?,car,The vehicle is a car.
10985021,2346479,What do you think is the food that is to the right of the white bucket called?,salad,The food is salad.
051063574,2376920,What place was the photo taken at?,pavement,It was taken at the pavement.
0326650,2405055,Is he to the right or to the left of the ball on the left?,right,The boy is to the right of the ball.
19649794,2396801,Which color do you think the shirt that the woman is in is?,white,The shirt is white.
10967240,2328357,Who is wearing a jersey?,man,The man is wearing a jersey.
11174717,2374857,What kind of food is to the left of the yellow food?,mushroom,The food is a mushroom.
1085634,2383388,Is the nightstand to the left of a bed?,no,"No, the nightstand is to the left of the comforter."
14828262,2383760,Do you see women or men that are sitting?,no,"No, there is a woman but she is standing."
011011852,2385624,What device is the cord connected to?,laptop,The wire is connected to the laptop.
12268844,2343091,"Which kind of vegetable is this, broccoli or a cucumber?",broccoli,That is broccoli.
09566896,2404584,Do you see any tangerines or berries?,no,"No, there are no tangerines or berries."
04480363,2399906,Is there a fence or a train that is tall?,yes,"Yes, the train is tall."
14833694,2414365,Is the color of the lid the same as the table?,yes,"Yes, both the lid and the table are black."
11631162,2322100,Is the pole behind a dog?,yes,"Yes, the pole is behind a dog."
12588122,2323987,What is the piece of furniture that is in this photograph?,bed,The piece of furniture is a bed.
02796676,2412340,What clothing item is not colorful?,hat,The clothing item is a hat.
12614418,2361693,"On which side is the faucet, the left or the right?",left,The faucet is on the left of the image.
19239586,2354632,How big is the wood chair?,small,The chair is small.
02941528,2343014,Is the room door open and wooden?,yes,"Yes, the door is open and wooden."
031027934,2338587,What is under the counter?,pipe,The pipe is under the counter.
05830952,2362500,Do the animals in this image have the same type?,yes,"Yes, all the animals are cows."
16953840,2381206,What is the vehicle that is to the right of the frisbee above the sand?,car,The vehicle is a car.
09691813,2319138,Are there giraffes in the image?,no,"No, there are no giraffes."
03456461,2348282,What is the woman to the left of the purse wearing?,socks,The woman is wearing socks.
08752364,713875,Is the hair white or brown?,brown,The hair is brown.
13206470,2337497,Are there zebras?,yes,"Yes, there is a zebra."
08581191,2330309,Who wears a sandal?,woman,The woman wears a sandal.
12895085,2368435,Is the bag on a motorcycle?,no,"No, the bag is on the dog."
00527514,2390431,What is the color of the square container?,black,The box is black.
15852415,2342379,On which side of the photo is the dish washer?,right,The dish washer is on the right of the image.
18962931,1514,What type of device is to the right of the bookshelf that is on the left?,keyboard,The device is a keyboard.
05390314,2349964,Is the black device to the right or to the left of the screen in the center of the picture?,left,The mouse is to the left of the screen.
15941504,2336501,What is in the water?,ball,The ball is in the water.
09605863,2408542,What is the color of the cow behind the street?,brown,The cow is brown.
03598471,2378602,What is the umbrella in front of?,sky,The umbrella is in front of the sky.
15235102,2387280,Is the table round and wooden?,yes,"Yes, the table is round and wooden."
18868221,2334033,What vegetables are to the right of the bowl the broccoli is in?,carrots,The vegetables are carrots.
00421183,2365035,What kind of food is not bright?,tomatoes,The food is tomatoes.
13179767,2370216,Where is the bag?,floor,The bag is on the floor.
04842802,2391086,Do the lunch box and the keyboard have the same color?,no,"No, the keyboard is black and the lunch box is white."
08242519,2394803,What's the cat in?,refrigerator,The cat is in the refrigerator.
17529908,2410793,What is the vegetable to the left of the cheese that is on the right?,basil,The vegetable is basil.
12192867,2356170,What is sitting on the plate to the left of the juice?,sandwich,The sandwich is sitting on the plate.
03515893,2373855,"Which is older, the man or the girl?",man,The man is older than the girl.
08902467,2412724,Is the bag beneath a puppy?,no,"No, the bag is beneath a cat."
17828864,2374992,What is the man doing?,cooking,The man is cooking.
16519732,2372545,Is there a ball or a fence in this picture?,yes,"Yes, there is a ball."
01203410,2383432,What is the bull in front of?,fence,The bull is in front of the fence.
0092852,2390839,Who throws the frisbee?,man,The man throws the frisbee.
06441343,2375401,Which kind of clothing is green?,sweater,The clothing is a sweater.
00674384,4557,Is the fence in the bottom of the photo?,yes,"Yes, the fence is in the bottom of the image."
00196223,2317100,Who is sitting on the chair that the baseball players are to the right of?,girl,The girl is sitting on the chair.
08959676,2347940,How is the animal that is standing in the field called?,elephant,The animal is an elephant.
0789877,2386780,What's the man holding?,bicycle,The man is holding the bicycle.
02949806,4470,Are there either trains or fences in this image?,yes,"Yes, there is a train."
05281774,2401499,Which kind of furniture is it?,table,The piece of furniture is a table.
171140,2354212,Are there glasses to the right of the man?,no,"No, there are people to the right of the man."
093053,2413094,Who is wearing clothes?,man,The man is wearing clothes.
18420582,2396057,What sign is in front of the thin tree?,stop sign,The sign is a stop sign.
1261604,2346559,Is there a kettle or a pot that is not red?,no,"No, there is a pot but it is red."
0976484,2350212,Are there any shelves or folding chairs in the photo?,no,"No, there are no shelves or folding chairs."
10443706,2372084,Is the water light blue or green?,green,The water is green.
03850122,2377198,What do the post and the sign have in common?,color,"The color, both the post and the sign are white."
04264903,2400877,Is the candle to the right of the child large or small?,large,The candle is large.
15723804,2324740,What animal is on the ceiling?,birds,The birds are on the ceiling.
04530939,2349153,What kind of animal is standing in the grass?,zebra,The animal is a zebra.
09651061,2412570,The man wears what?,suit,The man wears a suit.
05699779,2381554,On which side is the picture?,left,The picture is on the left of the image.
03740443,2352486,Is that snow white and bright?,yes,"Yes, the snow is white and bright."
15326203,2378161,On which side of the image is the van?,right,The van is on the right of the image.
13678213,2369513,What type of fast food is he behind of?,pizza,The boy is behind the pizza.
15985449,2406815,What vegetable is in the pink bowl?,lettuce,The vegetable is lettuce.
121048951,2412584,Are there any towels or pillows that are not white?,no,"No, there is a pillow but it is white."
12905471,2369890,What is the device to the right of the computer?,television,The device is a television.
151050360,2396725,Is there a cup that is red?,yes,"Yes, there is a cup that is red."
03262309,2409001,Is the man to the left of the bowl looking at a laptop?,no,"No, the man is looking at a toilet."
17955614,2355316,Is that man in front of a truck?,no,"No, the man is in front of the car."
08143350,2404804,Which kind of animal is the woman petting?,cat,The woman is petting the cat.
00541860,713771,Is the shirt blue?,no,"No, the shirt is black."
05141279,2346570,The bus is where?,roadway,The bus is on the roadway.
15438296,2345272,Is the man on the left or on the right side of the photo?,right,The man is on the right of the image.
05438494,2387912,Are there screens or televisions in this image?,yes,"Yes, there is a television."
15195837,2322291,Is the woman to the right or to the left of the statue?,left,The woman is to the left of the statue.
10292376,2358659,Are there any women or men that are sitting?,no,"No, there is a woman but she is standing."
06977020,2414965,What device is to the left of the dresser?,screen,The device is a screen.
14797387,2357200,Is the empty bench to the right of the people that are watching the guy?,no,"No, the bench is to the left of the people."
03191729,2388278,Do you see either a red pepper or tomato?,yes,"Yes, there is a red pepper."
04132675,2413443,Are both the bus and the controller the same color?,no,"No, the bus is red and the controller is white."
14958764,2365655,On which side of the picture is the potato?,left,The potato is on the left of the image.
17772102,2389397,Which kind of watercraft is the man in?,canoe,The man is in the kayak.
19427427,2957,Are there American flags or fire extinguishers?,no,"No, there are no fire extinguishers or American flags."
02818270,2351851,Which color is the bench?,green,The bench is green.
04251176,2373113,Does that staircase look covered?,yes,"Yes, the staircase is covered."
1327704,713865,Is the color of the letters different than the color of the walls?,yes,"Yes, the walls are blue and the letters are white."
05246695,2400307,What is hanging from the ceiling?,clock,The clock is hanging from the ceiling.
12665507,2382780,"In which part of the picture are the purple onions, the bottom or the top?",bottom,The onions are in the bottom of the image.
16752026,2414350,Is the coat bright and orange?,yes,"Yes, the coat is bright and orange."
19506561,2362083,Is there a truck in this image?,yes,"Yes, there are trucks."
07189891,2404964,"What is the happy woman eating, a pizza or a hot dog?",hot dog,The woman is eating a hot dog.
14354637,3570,Are there any traffic lights above the red sign?,no,"No, the traffic light is below the sign."
03955604,2385090,On which side of the picture is the large statue?,left,The statue is on the left of the image.
05999743,2412605,Do you see surfers there that are crouching?,yes,"Yes, there is a surfer that is crouching."
0658653,2402797,How big are the fresh fruits?,small,The oranges are small.
0665480,2377333,Which kind of vehicle is to the left of the mirror?,truck,The vehicle is a truck.
10342969,2369068,What type of appliance is to the right of the fridge that is shown in this picture?,stove,The appliance is a stove.
13621552,2403548,Are there any glasses to the left of the girl in the bottom part of the picture?,no,"No, there are people to the left of the girl."
0610438,2404483,Which color is that table?,white,The table is white.
16462991,2342540,What color are the shorts that he is wearing?,dark,The shorts are dark.
00168878,2404981,Which kind of furniture is it?,desk,The piece of furniture is a desk.
03995225,2402083,What item of furniture isn't black?,chair,The piece of furniture is a chair.
07238618,2372449,What is on the white plate?,spices,The seasonings are on the plate.
1251818,2346962,Are there either any pens or towel dispensers in this picture?,no,"No, there are no pens or towel dispensers."
17533101,2390716,Which side of the picture is the red van on?,left,The van is on the left of the image.
06547569,2383841,What do you think is on the wall?,picture,The picture is on the wall.
13979101,2335409,Do the trees near the grass look large and green?,yes,"Yes, the trees are large and green."
13156444,2412657,What is the man in?,cart,The man is in the cart.
02660480,4199,Are there any refrigerators to the left of the blinds?,no,"No, there is a desk lamp to the left of the blinds."
17428456,2385864,Is the couple talking?,yes,"Yes, the couple is talking."
17287046,2414093,Are there tents to the left of the red object that is to the left of the truck?,no,"No, there is a car to the left of the umbrella."
04710465,2407713,What fruit is to the left of the box?,banana,The fruit is a banana.
00866615,2360133,What color is the dull grass?,green,The grass is green.
08461125,2386512,Is the woman to the right or to the left of the people that are on the road?,left,The woman is to the left of the people.
041018455,2359378,"What kind of device is he holding, a remote control or a phone?",phone,The man is holding a phone.
04620351,2332236,Is there a dog or a cat in the image?,no,"No, there are no dogs or cats."
12137051,2331228,Which part is the green pepper in?,right,The pepper is on the right of the image.
16380492,2406949,Are there either bird cages or mattresses?,no,"No, there are no bird cages or mattresses."
1746543,2346035,What is the television sitting on?,console,The television is sitting on the console.
0931679,2328306,Are there pots or stoves?,yes,"Yes, there is a pot."
18169520,61534,Is the elderly person wearing glasses?,no,"No, the man is wearing jeans."
18826032,2360266,What is the man wearing?,wetsuit,The man is wearing a wetsuit.
08178607,2337173,Was this photo taken in a beach?,no,"No, the picture was taken in a field."
04892723,2373870,What is the person to the left of the ball holding?,cell phone,The person is holding the mobile phone.
11847180,2364344,Are there any fences in front of the grass that is not large?,no,"No, there is a bench in front of the grass."
09230219,2367573,Which place is it?,park,It is a park.
17149045,2339732,Which kind of furniture is this?,tv stand,This is a TV stand.
02808553,2406285,What is the bowl filled with?,chicken,The bowl is filled with chicken.
03682682,2407165,Does the sand look brown?,no,"No, the sand is white."
14214869,2350433,How old is the child that is on the left?,little,The child is little.
04635389,2335186,What animal is to the right of the fence?,horse,The animal is a horse.
00224509,2360992,What is the color of the bottle to the left of the car?,pink,The bottle is pink.
19869701,2327118,What color is the grass?,green,The grass is green.
01754139,2333929,What kind of food is the pasta in front of?,crackers,The pasta is in front of the crackers.
1348103,2388077,"What is this, a bed or a couch?",bed,This is a bed.
13713019,2382035,"What is the fence made of, wire or steel?",wire,The fence is made of wire.
10456372,2327198,On which side is the action figure?,right,The action figure is on the right of the image.
02809163,2406284,What's located on top of the table?,book,The book is on top of the table.
17989544,2397644,What animal are the people that are riding riding?,horses,The people are riding horses.
1672900,2367607,Is the fork to the right or to the left of the knife on the left of the picture?,left,The fork is to the left of the knife.
06780640,2412176,Do you see a keyboard or a chair there?,no,"No, there are no chairs or keyboards."
02312383,2404231,What do you think is the color of the food in the bread?,yellow,The egg is yellow.
166722,2383419,What is the large elephant walking through?,meadow,The elephant is walking through the meadow.
13388414,2406116,Are the mushrooms white and cooked?,no,"No, the mushrooms are cooked but brown."
07412565,2375854,Which side of the photo is the towel on?,left,The towel is on the left of the image.
19998641,2368107,Is the person on the skateboard wearing a helmet?,no,"No, the skater is wearing a shirt."
14378719,2369670,Do you see either a lamp or a bench there?,yes,"Yes, there is a bench."
1628918,2400332,The bicycle that is to the right of the man is pushed by who?,woman,The bicycle is pushed by the woman.
06264679,2404565,What is the man looking at?,wetsuit,The man is looking at the wet suit.
12305830,1593105,Is the cabinet dark brown or light brown?,dark brown,The cabinet is dark brown.
07510775,2341820,Who is wearing the pants?,player,The player is wearing pants.
02770779,2321496,What material are the black gloves?,leather,The gloves are made of leather.
18202299,2397731,"On what is the collar, a dog or a cat?",dog,The collar is on a dog.
11578373,2342229,Who is reading a newspaper?,woman,The woman is reading a newspaper.
041051818,2407735,Are there plates in this photo?,yes,"Yes, there is a plate."
041981,2353886,What is the heart on?,traffic light,The heart is on the traffic signal.
14932463,2400643,Are there any numbers?,no,"No, there are no numbers."
04314197,2348989,What kind of clothing is black?,outfit,The clothing is an outfit.
1355074,2345319,What is common to the onion and the cutting board?,color,"The color, both the onion and the cutting board are white."
07679008,2358911,Are there lamps or nightstands?,no,"No, there are no lamps or nightstands."
08620152,2333576,What is the woman that is to the right of the stroller wearing?,tank top,The woman is wearing a tank top.
11915223,150406,Do the headphones look blue or silver?,blue,The headphones are blue.
1339875,2393844,What's hanging from the pole?,wires,The wires are hanging from the pole.
05680160,2335661,Is the bag in the bottom part or in the top of the photo?,bottom,The bag is in the bottom of the image.
03583248,713608,What is holding the utensils?,container,The container is holding the utensils.
04389970,2341499,Which color are the gloves?,orange,The gloves are orange.
13428745,2353271,Is the small vehicle on the right side?,no,"No, the car is on the left of the image."
0388339,2359757,Which place is it?,beach,It is a beach.
02170285,1151,Do you see any black tables or chairs?,yes,"Yes, there is a black chair."
11824342,2402308,On which side of the photo is the man?,right,The man is on the right of the image.
0351464,2390346,What is the large watercraft called?,ship,The watercraft is a ship.
06925416,2399375,Are there either urinals or clocks in the image?,no,"No, there are no urinals or clocks."
13263310,2397579,Is the man to the right or to the left of the blue car?,right,The man is to the right of the car.
09721282,2368296,Are there any phones to the left of the screen that is to the left of the computer?,no,"No, there is a desk lamp to the left of the screen."
0235790,2363855,What is the item of furniture in the kitchen called?,drawer,The piece of furniture is a drawer.
14442922,2323382,Are there either kites or flags that are not yellow?,no,"No, there is a kite but it is yellow."
08729348,2362404,Which kind of baked good is the tomato on?,bun,The tomato is on the bun.
04187220,2323477,What is under the window?,basket,The basket is under the window.
1741391,2386432,What device is on the desk?,computer,The device is a computer.
14151725,150286,What does the lid cover?,cream,The lid covers the cream.
04109588,2365276,Does the animal on the rug look striped and light brown?,yes,"Yes, the cat is striped and light brown."
14429029,2352282,What is the cyclist that is to the right of the backpack wearing?,jeans,The bicyclist is wearing jeans.
13189146,2413050,Who waits for the bus?,couple,The couple waits for the bus.
02413539,2392590,Does the sky look blue and clear?,no,"No, the sky is blue but cloudy."
03623011,2407470,Who is lying?,woman,The woman is lying.
04121215,2366039,Is the black device to the left or to the right of the chair?,left,The TV is to the left of the chair.
11636723,2370871,Who is in the water?,man,The man is in the water.
16830756,2353284,How is the brown piece of furniture called?,couch,The piece of furniture is a couch.
11376359,2390659,What is the guy to the left of the ladder sitting on?,floor,The guy is sitting on the floor.
12665834,2382780,Is there any meat in this photo?,yes,"Yes, there is meat."
10972772,713249,Are there any office chairs or napkins?,no,"No, there are no office chairs or napkins."
1238215,2377844,Is there a chair that is not blue?,no,"No, there is a chair but it is blue."
11922352,2383750,What does the man on the beach wear?,shorts,The man wears shorts.
18163436,2350420,What kind of furniture is to the right of the computer monitor?,chairs,The pieces of furniture are chairs.
01223937,2409533,What is in front of the street light?,train,The train is in front of the streetlight.
12236025,2349379,Is the stuffed animal on the left or on the right side of the picture?,left,The stuffed animal is on the left of the image.
04153805,2414130,Which color do the shorts the man is wearing have?,blue,The shorts have blue color.
17123877,2350514,What is in front of the building that is not short?,windows,The windows are in front of the building.
11913573,2320812,What is in front of the white wall?,chair,The chair is in front of the wall.
15305816,2407880,Which kind of animal is on the sidewalk?,chicken,The animal is chicken.
091043126,2376499,What place could this be?,runway,It is a runway.
09876775,2403459,What device is to the right of the desk lamp?,laptop,The device is a laptop.
17777192,2341678,Is the food behind the person sitting on a sofa?,no,"No, the food is sitting on the table."
06385917,2383845,Is the man waiting?,yes,"Yes, the man is waiting."
10325903,2339750,Which kind of baked good is to the right of the man?,bread,The food is a bread.
08566909,2357159,Is the bicycle to the left or to the right of the man that is sitting on the bench?,left,The bicycle is to the left of the man.
10655488,2355576,Is the boy wearing a coat?,yes,"Yes, the boy is wearing a coat."
05130696,2410064,Are there fences or sheep in the photo?,yes,"Yes, there is a sheep."
0128679,2416734,Who feeding the giraffe?,lady,The lady feeding the giraffe.
061001229,2394935,Are the blinds that are to the right of the sailboat open or closed?,open,The blinds are open.
04719489,2379104,What animals are to the left of the baby?,elephants,The animals are elephants.
18735985,2416560,On what is the tag hanging?,bookshelf,The tag is hanging on the bookshelf.
1756174,2366732,What sign is on the post?,stop sign,The sign is a stop sign.
09885982,2315721,What is the vehicle that is on the path the cow is in front of?,truck,The vehicle is a truck.
12438687,2353132,What is the woman in front of?,fence,The woman is in front of the fence.
12165652,2398480,Is the man wearing a glove?,yes,"Yes, the man is wearing a glove."
12731669,2336531,What color is that necklace?,silver,The necklace is silver.
12768819,2334395,What color is the tall fence?,black,The fence is black.
05413631,713121,Do you see a wine glass to the left of the candle that is in the center?,no,"No, the wine glass is to the right of the candle."
18344797,2414598,What are the leaves on?,tree,The leaves are on the tree.
06523700,2377893,What is the green vegetable?,pepper,The vegetable is a pepper.
0150840,2352669,Is the fork on a napkin?,yes,"Yes, the fork is on a napkin."
17380757,2371196,Which kind of device is it?,screen,The device is a screen.
06737525,2416184,What is common to the fence and the chair?,material,"The material, both the fence and the chair are wooden."
11758884,2408416,What is the animal that is eating the branch?,giraffe,The animal is a giraffe.
17685129,2318775,What kind of vegetable is to the right of the cup on the left?,pepper,The vegetable is a pepper.
05438592,2348991,Are the letters black?,no,"No, the letters are white."
00354350,2385453,What is the woman on?,chair,The woman is on the chair.
16424242,2353126,What drink is to the right of the butter knife?,milk,The drink is milk.
18330454,2392330,Is the window made of wood or metal?,wood,The window is made of wood.
16417671,2340578,Is there a giraffe or a cat?,yes,"Yes, there is a giraffe."
09368933,2376673,Is the frisbee playing?,yes,"Yes, the frisbee is playing."
14122484,2348863,What device is the same color as the leather sofa?,wii controller,The Wii remotes is the same color as the sofa.
07187121,2386395,What is the vehicle that the trees are behind of?,bus,The vehicle is a bus.
04516553,2352998,How is the dark animal called?,dog,The animal is a dog.
17295695,2318058,On which side of the image is the cupboard?,left,The cupboard is on the left of the image.
11732731,2383969,Do you see a bag to the left of the rope?,yes,"Yes, there are bags to the left of the rope."
05500611,2414319,Who is using the phone?,lady,The lady is using the phone.
10434344,2407453,Is the wine to the left or to the right of the bottles which are on the counter?,right,The wine is to the right of the bottles.
19385711,2416758,What kind of vehicle is it?,train,The vehicle is a train.
141031658,2395692,Is it an outdoors scene?,no,"No, it is indoors."
061053440,2381873,Does the tall building look green?,yes,"Yes, the tower is green."
051069374,1159612,Is the ketchup bottle in the bottom part of the photo?,yes,"Yes, the ketchup bottle is in the bottom of the image."
14720193,2353221,What is the black cow leaning over?,rock,The cow is leaning over the rock.
18708059,2360016,Is the garbage can to the left or to the right of the bicycle that is to the left of the bus?,left,The garbage can is to the left of the bicycle.
15394980,2392215,Is there a fence to the right of the elephant that is carrying a boy?,no,"No, there is a chair to the right of the elephant."
09191118,2381380,The dryer is on what?,counter,The dryer is on the counter.
11901030,2354659,Is there a coat that is not dark blue?,no,"No, there is a coat but it is dark blue."
08604910,2352347,What is this cooking utensil called?,baking pan,This is a baking pan.
01458411,2343554,What is the vegetable to the right of the fruit the carrot is to the left of called?,olive,The vegetable is an olive.
12506925,2404410,Are the animals all of the same type?,yes,"Yes, all the animals are giraffes."
161073723,2391770,Which kind of aircraft is in front of the sky?,jet,The aircraft is a jet.
05287283,2380728,Is the man on the left side of the photo?,no,"No, the man is on the right of the image."
12823579,2338798,What is in front of the plush teddy bear?,pillows,The pillows are in front of the teddy bear.
12802487,2359667,What is on the flag?,stars,The stars are on the flag.
141043443,1562,On which side of the image is the yellow truck?,left,The truck is on the left of the image.
02368098,4971,What's in front of the window?,cross,The cross is in front of the window.
